timestamp,city,green_px,orange_px,red_px,darkred_px,congestion_index
2026-03-21 18:00:00,surabaya,3284,812,0,0,0.586
2026-03-21 19:00:00,surabaya,3395,701,0,0,0.46
2026-03-21 20:00:00,surabaya,4096,0,0,0,0.161
2026-03-21 21:00:00,surabaya,4096,0,0,0,0.147
2026-03-21 22:00:00,surabaya,4034,62,0,0,0.231
2026-03-21 23:00:00,surabaya,4096,0,0,0,0.047
2026-03-22 00:00:00,surabaya,4096,0,0,0,0.188
2026-03-22 01:00:00,surabaya,4096,0,0,0,0.176
2026-03-22 02:00:00,surabaya,3891,205,0,0,0.291
2026-03-22 03:00:00,surabaya,3951,145,0,0,0.253
2026-03-22 04:00:00,surabaya,4096,0,0,0,0.172
2026-03-22 05:00:00,surabaya,4048,48,0,0,0.218
2026-03-22 06:00:00,surabaya,3767,329,0,0,0.351
2026-03-22 07:00:00,surabaya,3010,1038,48,0,0.622
2026-03-22 08:00:00,surabaya,3536,560,0,0,0.485
2026-03-22 09:00:00,surabaya,3752,344,0,0,0.346
2026-03-22 10:00:00,surabaya,3938,158,0,0,0.264
2026-03-22 11:00:00,surabaya,4096,0,0,0,0.186
2026-03-22 12:00:00,surabaya,4096,0,0,0,0.174
2026-03-22 13:00:00,surabaya,4096,0,0,0,0.123
2026-03-22 14:00:00,surabaya,3996,100,0,0,0.253
2026-03-22 15:00:00,surabaya,3712,384,0,0,0.372
2026-03-22 16:00:00,surabaya,2942,1117,37,0,0.619
2026-03-22 17:00:00,surabaya,2939,1019,138,0,0.672
2026-03-22 18:00:00,surabaya,3544,552,0,0,0.53
2026-03-22 19:00:00,surabaya,3596,500,0,0,0.419
2026-03-22 20:00:00,surabaya,4030,66,0,0,0.23
2026-03-22 21:00:00,surabaya,3890,206,0,0,0.274
2026-03-22 22:00:00,surabaya,4096,0,0,0,0.185
2026-03-22 23:00:00,surabaya,4035,61,0,0,0.224
2026-03-23 00:00:00,surabaya,4096,0,0,0,0.06
2026-03-23 01:00:00,surabaya,4096,0,0,0,0.174
2026-03-23 02:00:00,surabaya,4096,0,0,0,0.032
2026-03-23 03:00:00,surabaya,4096,0,0,0,0.009
2026-03-23 04:00:00,surabaya,4096,0,0,0,0.146
2026-03-23 05:00:00,surabaya,4096,0,0,0,0.189
2026-03-23 06:00:00,surabaya,3376,720,0,0,0.496
2026-03-23 07:00:00,surabaya,1676,2013,407,0,0.911
2026-03-23 08:00:00,surabaya,2943,971,182,0,0.695
2026-03-23 09:00:00,surabaya,3527,569,0,0,0.441
2026-03-23 10:00:00,surabaya,3941,155,0,0,0.268
2026-03-23 11:00:00,surabaya,4091,5,0,0,0.203
2026-03-23 12:00:00,surabaya,4096,0,0,0,0.145
2026-03-23 13:00:00,surabaya,4096,0,0,0,0.169
2026-03-23 14:00:00,surabaya,3773,323,0,0,0.332
2026-03-23 15:00:00,surabaya,3189,907,0,0,0.549
2026-03-23 16:00:00,surabaya,2502,1317,277,0,0.72
2026-03-23 17:00:00,surabaya,2425,1223,448,0,0.894
2026-03-23 18:00:00,surabaya,2851,972,274,0,0.769
2026-03-23 19:00:00,surabaya,3460,636,0,0,0.44
2026-03-23 20:00:00,surabaya,3845,251,0,0,0.303
2026-03-23 21:00:00,surabaya,4096,0,0,0,0.123
2026-03-23 22:00:00,surabaya,4053,43,0,0,0.224
2026-03-23 23:00:00,surabaya,4096,0,0,0,0.175
2026-03-24 00:00:00,surabaya,4096,0,0,0,0.17
2026-03-24 01:00:00,surabaya,4096,0,0,0,0.109
2026-03-24 02:00:00,surabaya,4096,0,0,0,0.142
2026-03-24 03:00:00,surabaya,4096,0,0,0,0.012
2026-03-24 04:00:00,surabaya,4096,0,0,0,0.088
2026-03-24 05:00:00,surabaya,3916,180,0,0,0.278
2026-03-24 06:00:00,surabaya,3763,333,0,0,0.335
2026-03-24 07:00:00,surabaya,2221,1525,350,0,0.813
2026-03-24 08:00:00,surabaya,3163,858,75,0,0.631
2026-03-24 09:00:00,surabaya,3342,754,0,0,0.537
2026-03-24 10:00:00,surabaya,4096,0,0,0,0.194
2026-03-24 11:00:00,surabaya,4058,38,0,0,0.223
2026-03-24 12:00:00,surabaya,4096,0,0,0,0.168
2026-03-24 13:00:00,surabaya,4096,0,0,0,0.075
2026-03-24 14:00:00,surabaya,3664,432,0,0,0.368
2026-03-24 15:00:00,surabaya,3398,698,0,0,0.595
2026-03-24 16:00:00,surabaya,2413,1423,260,0,0.792
2026-03-24 17:00:00,surabaya,1741,1745,610,0,0.893
2026-03-24 18:00:00,surabaya,2624,1206,266,0,0.757
2026-03-24 19:00:00,surabaya,3623,473,0,0,0.425
2026-03-24 20:00:00,surabaya,3699,397,0,0,0.357
2026-03-24 21:00:00,surabaya,4096,0,0,0,0.147
2026-03-24 22:00:00,surabaya,4096,0,0,0,0.154
2026-03-24 23:00:00,surabaya,4096,0,0,0,0.097
2026-03-25 00:00:00,surabaya,4096,0,0,0,0.106
2026-03-25 01:00:00,surabaya,4096,0,0,0,0.061
2026-03-25 02:00:00,surabaya,4014,82,0,0,0.238
2026-03-25 03:00:00,surabaya,4096,0,0,0,0.141
2026-03-25 04:00:00,surabaya,4001,95,0,0,0.235
2026-03-25 05:00:00,surabaya,3959,137,0,0,0.253
2026-03-25 06:00:00,surabaya,3480,616,0,0,0.435
2026-03-25 07:00:00,surabaya,2604,1196,296,0,0.731
2026-03-25 08:00:00,surabaya,2878,1014,204,0,0.714
2026-03-25 09:00:00,surabaya,3344,752,0,0,0.485
2026-03-25 10:00:00,surabaya,4050,46,0,0,0.226
2026-03-25 11:00:00,surabaya,4096,0,0,0,0.174
2026-03-25 12:00:00,surabaya,4096,0,0,0,0.062
2026-03-25 13:00:00,surabaya,4096,0,0,0,0.137
2026-03-25 14:00:00,surabaya,3727,369,0,0,0.395
2026-03-25 15:00:00,surabaya,3475,621,0,0,0.452
2026-03-25 16:00:00,surabaya,2540,1355,201,0,0.703
2026-03-25 17:00:00,surabaya,1763,1545,788,0,0.929
2026-03-25 18:00:00,surabaya,2112,1526,457,0,0.866
2026-03-25 19:00:00,surabaya,3613,483,0,0,0.392
2026-03-25 20:00:00,surabaya,3944,152,0,0,0.265
2026-03-25 21:00:00,surabaya,4096,0,0,0,0.139
2026-03-25 22:00:00,surabaya,4096,0,0,0,0.047
2026-03-25 23:00:00,surabaya,4083,13,0,0,0.205
2026-03-26 00:00:00,surabaya,4096,0,0,0,0.149
2026-03-26 01:00:00,surabaya,4096,0,0,0,0.155
2026-03-26 02:00:00,surabaya,4096,0,0,0,0.097
2026-03-26 03:00:00,surabaya,4096,0,0,0,0.183
2026-03-26 04:00:00,surabaya,4096,0,0,0,0.13
2026-03-26 05:00:00,surabaya,3983,113,0,0,0.243
2026-03-26 06:00:00,surabaya,3699,397,0,0,0.407
2026-03-26 07:00:00,surabaya,2991,1019,86,0,0.669
2026-03-26 08:00:00,surabaya,1836,1764,496,0,0.847
2026-03-26 09:00:00,surabaya,3644,452,0,0,0.449
2026-03-26 10:00:00,surabaya,3916,180,0,0,0.273
2026-03-26 11:00:00,surabaya,4096,0,0,0,0.166
2026-03-26 12:00:00,surabaya,4096,0,0,0,0.126
2026-03-26 13:00:00,surabaya,4096,0,0,0,0.17
2026-03-26 14:00:00,surabaya,3765,331,0,0,0.325
2026-03-26 15:00:00,surabaya,3365,731,0,0,0.482
2026-03-26 16:00:00,surabaya,2455,1275,367,0,0.76
2026-03-26 17:00:00,surabaya,1965,1622,509,0,0.903
2026-03-26 18:00:00,surabaya,2438,1202,455,0,0.85
2026-03-26 19:00:00,surabaya,3487,609,0,0,0.542
2026-03-26 20:00:00,surabaya,3825,271,0,0,0.306
2026-03-26 21:00:00,surabaya,4096,0,0,0,0.144
2026-03-26 22:00:00,surabaya,4096,0,0,0,0.059
2026-03-26 23:00:00,surabaya,4064,32,0,0,0.217
2026-03-27 00:00:00,surabaya,4049,47,0,0,0.218
2026-03-27 01:00:00,surabaya,4096,0,0,0,0.14
2026-03-27 02:00:00,surabaya,4095,1,0,0,0.2
2026-03-27 03:00:00,surabaya,4080,16,0,0,0.206
2026-03-27 04:00:00,surabaya,4045,51,0,0,0.226
2026-03-27 05:00:00,surabaya,3784,312,0,0,0.318
2026-03-27 06:00:00,surabaya,3449,647,0,0,0.452
2026-03-27 07:00:00,surabaya,2181,1563,352,0,0.864
2026-03-27 08:00:00,surabaya,2846,1093,157,0,0.666
2026-03-27 09:00:00,surabaya,3368,728,0,0,0.545
2026-03-27 10:00:00,surabaya,3846,250,0,0,0.289
2026-03-27 11:00:00,surabaya,4021,75,0,0,0.235
2026-03-27 12:00:00,surabaya,3921,175,0,0,0.29
2026-03-27 13:00:00,surabaya,3892,204,0,0,0.288
2026-03-27 14:00:00,surabaya,4096,0,0,0,0.199
2026-03-27 15:00:00,surabaya,3607,489,0,0,0.376
2026-03-27 16:00:00,surabaya,2111,1470,515,0,0.826
2026-03-27 17:00:00,surabaya,2345,1364,387,0,0.843
2026-03-27 18:00:00,surabaya,2421,1447,228,0,0.766
2026-03-27 19:00:00,surabaya,3270,826,0,0,0.555
2026-03-27 20:00:00,surabaya,4096,0,0,0,0.199
2026-03-27 21:00:00,surabaya,4096,0,0,0,0.067
2026-03-27 22:00:00,surabaya,4096,0,0,0,0.18
2026-03-27 23:00:00,surabaya,4096,0,0,0,0.159
2026-03-28 00:00:00,surabaya,4096,0,0,0,0.174
2026-03-28 01:00:00,surabaya,4096,0,0,0,0.186
2026-03-28 02:00:00,surabaya,4096,0,0,0,0.126
2026-03-28 03:00:00,surabaya,4096,0,0,0,0.105
2026-03-28 04:00:00,surabaya,4096,0,0,0,0.191
2026-03-28 05:00:00,surabaya,4096,0,0,0,0.174
2026-03-28 06:00:00,surabaya,3984,112,0,0,0.252
2026-03-28 07:00:00,surabaya,3451,645,0,0,0.55
2026-03-28 08:00:00,surabaya,3454,642,0,0,0.51
2026-03-28 09:00:00,surabaya,3588,508,0,0,0.395
2026-03-28 10:00:00,surabaya,4096,0,0,0,0.17
2026-03-28 11:00:00,surabaya,4096,0,0,0,0.149
2026-03-28 12:00:00,surabaya,4096,0,0,0,0.12
2026-03-28 13:00:00,surabaya,4096,0,0,0,0.143
2026-03-28 14:00:00,surabaya,3822,274,0,0,0.301
2026-03-28 15:00:00,surabaya,3786,310,0,0,0.318
2026-03-28 16:00:00,surabaya,3217,879,0,0,0.547
2026-03-28 17:00:00,surabaya,3102,970,24,0,0.619
2026-03-28 18:00:00,surabaya,2885,1131,80,0,0.664
2026-03-28 19:00:00,surabaya,3907,189,0,0,0.274
2026-03-28 20:00:00,surabaya,3855,241,0,0,0.318
2026-03-28 21:00:00,surabaya,4096,0,0,0,0.199
2026-03-28 22:00:00,surabaya,4096,0,0,0,0.198
2026-03-28 23:00:00,surabaya,4096,0,0,0,0.085
2026-03-29 00:00:00,surabaya,4096,0,0,0,0.15
2026-03-29 01:00:00,surabaya,4022,74,0,0,0.235
2026-03-29 02:00:00,surabaya,4096,0,0,0,0.178
2026-03-29 03:00:00,surabaya,4096,0,0,0,0.19
2026-03-29 04:00:00,surabaya,4096,0,0,0,0.172
2026-03-29 05:00:00,surabaya,3880,216,0,0,0.32
2026-03-29 06:00:00,surabaya,3706,390,0,0,0.365
2026-03-29 07:00:00,surabaya,3643,453,0,0,0.36
2026-03-29 08:00:00,surabaya,3623,473,0,0,0.466
2026-03-29 09:00:00,surabaya,4042,54,0,0,0.229
2026-03-29 10:00:00,surabaya,4096,0,0,0,0.012
2026-03-29 11:00:00,surabaya,4096,0,0,0,0.156
2026-03-29 12:00:00,surabaya,3959,137,0,0,0.281
2026-03-29 13:00:00,surabaya,4085,11,0,0,0.204
2026-03-29 14:00:00,surabaya,4096,0,0,0,0.172
2026-03-29 15:00:00,surabaya,3867,229,0,0,0.306
2026-03-29 16:00:00,surabaya,3066,1029,2,0,0.601
2026-03-29 17:00:00,surabaya,3034,1054,8,0,0.606
2026-03-29 18:00:00,surabaya,3181,915,0,0,0.525
2026-03-29 19:00:00,surabaya,3699,397,0,0,0.368
2026-03-29 20:00:00,surabaya,3993,103,0,0,0.256
2026-03-29 21:00:00,surabaya,3997,99,0,0,0.257
2026-03-29 22:00:00,surabaya,4037,59,0,0,0.224
2026-03-29 23:00:00,surabaya,4096,0,0,0,0.198
2026-03-30 00:00:00,surabaya,4096,0,0,0,0.088
2026-03-30 01:00:00,surabaya,4096,0,0,0,0.188
2026-03-30 02:00:00,surabaya,4096,0,0,0,0.103
2026-03-30 03:00:00,surabaya,3991,105,0,0,0.253
2026-03-30 04:00:00,surabaya,4096,0,0,0,0.079
2026-03-30 05:00:00,surabaya,4008,88,0,0,0.243
2026-03-30 06:00:00,surabaya,3369,727,0,0,0.484
2026-03-30 07:00:00,surabaya,2994,1017,85,0,0.661
2026-03-30 08:00:00,surabaya,1890,1807,399,0,0.874
2026-03-30 09:00:00,surabaya,3225,871,0,0,0.586
2026-03-30 10:00:00,surabaya,4056,40,0,0,0.22
2026-03-30 11:00:00,surabaya,4035,61,0,0,0.222
2026-03-30 12:00:00,surabaya,4096,0,0,0,0.184
2026-03-30 13:00:00,surabaya,4096,0,0,0,0.0
2026-03-30 14:00:00,surabaya,3908,188,0,0,0.298
2026-03-30 15:00:00,surabaya,3277,819,0,0,0.489
2026-03-30 16:00:00,surabaya,2371,1389,336,0,0.774
2026-03-30 17:00:00,surabaya,2446,1321,329,0,0.829
2026-03-30 18:00:00,surabaya,2769,1067,260,0,0.748
2026-03-30 19:00:00,surabaya,3590,506,0,0,0.487
2026-03-30 20:00:00,surabaya,3823,273,0,0,0.362
2026-03-30 21:00:00,surabaya,4084,12,0,0,0.206
2026-03-30 22:00:00,surabaya,4096,0,0,0,0.174
2026-03-30 23:00:00,surabaya,3946,150,0,0,0.266
2026-03-31 00:00:00,surabaya,4096,0,0,0,0.111
2026-03-31 01:00:00,surabaya,4096,0,0,0,0.123
2026-03-31 02:00:00,surabaya,4096,0,0,0,0.023
2026-03-31 03:00:00,surabaya,3994,102,0,0,0.261
2026-03-31 04:00:00,surabaya,4036,60,0,0,0.236
2026-03-31 05:00:00,surabaya,3859,237,0,0,0.318
2026-03-31 06:00:00,surabaya,3292,804,0,0,0.532
2026-03-31 07:00:00,surabaya,2752,1026,318,0,0.761
2026-03-31 08:00:00,surabaya,2270,1549,277,0,0.769
2026-03-31 09:00:00,surabaya,3336,760,0,0,0.466
2026-03-31 10:00:00,surabaya,4005,91,0,0,0.238
2026-03-31 11:00:00,surabaya,4096,0,0,0,0.172
2026-03-31 12:00:00,surabaya,3977,119,0,0,0.264
2026-03-31 13:00:00,surabaya,4046,50,0,0,0.222
2026-03-31 14:00:00,surabaya,3886,210,0,0,0.275
2026-03-31 15:00:00,surabaya,3377,719,0,0,0.453
2026-03-31 16:00:00,surabaya,2534,1331,231,0,0.723
2026-03-31 17:00:00,surabaya,591,2221,825,458,1.013
2026-03-31 18:00:00,surabaya,2772,1059,266,0,0.802
2026-03-31 19:00:00,surabaya,3422,674,0,0,0.498
2026-03-31 20:00:00,surabaya,3973,123,0,0,0.255
2026-03-31 21:00:00,surabaya,4096,0,0,0,0.105
2026-03-31 22:00:00,surabaya,4096,0,0,0,0.152
2026-03-31 23:00:00,surabaya,4068,28,0,0,0.212
2026-04-01 00:00:00,surabaya,4096,0,0,0,0.123
2026-04-01 01:00:00,surabaya,4096,0,0,0,0.134
2026-04-01 02:00:00,surabaya,4096,0,0,0,0.135
2026-04-01 03:00:00,surabaya,4096,0,0,0,0.159
2026-04-01 04:00:00,surabaya,4096,0,0,0,0.056
2026-04-01 05:00:00,surabaya,4023,73,0,0,0.236
2026-04-01 06:00:00,surabaya,3627,469,0,0,0.424
2026-04-01 07:00:00,surabaya,2082,1735,279,0,0.816
2026-04-01 08:00:00,surabaya,2910,1022,164,0,0.701
2026-04-01 09:00:00,surabaya,3372,724,0,0,0.524
2026-04-01 10:00:00,surabaya,3803,293,0,0,0.359
2026-04-01 11:00:00,surabaya,4096,0,0,0,0.146
2026-04-01 12:00:00,surabaya,4096,0,0,0,0.115
2026-04-01 13:00:00,surabaya,4096,0,0,0,0.196
2026-04-01 14:00:00,surabaya,3937,159,0,0,0.279
2026-04-01 15:00:00,surabaya,3653,443,0,0,0.424
2026-04-01 16:00:00,surabaya,2451,1367,278,0,0.799
2026-04-01 17:00:00,surabaya,1190,1395,985,526,1.041
2026-04-01 18:00:00,surabaya,2387,1482,228,0,0.749
2026-04-01 19:00:00,surabaya,3621,475,0,0,0.479
2026-04-01 20:00:00,surabaya,4083,13,0,0,0.206
2026-04-01 21:00:00,surabaya,4081,15,0,0,0.205
2026-04-01 22:00:00,surabaya,4096,0,0,0,0.068
2026-04-01 23:00:00,surabaya,4096,0,0,0,0.073
2026-04-02 00:00:00,surabaya,4008,88,0,0,0.24
2026-04-02 01:00:00,surabaya,4096,0,0,0,0.087
2026-04-02 02:00:00,surabaya,4040,56,0,0,0.227
2026-04-02 03:00:00,surabaya,3983,113,0,0,0.259
2026-04-02 04:00:00,surabaya,4096,0,0,0,0.185
2026-04-02 05:00:00,surabaya,3881,215,0,0,0.291
2026-04-02 06:00:00,surabaya,3183,869,44,0,0.621
2026-04-02 07:00:00,surabaya,2607,1293,196,0,0.74
2026-04-02 08:00:00,surabaya,2549,1368,179,0,0.712
2026-04-02 09:00:00,surabaya,3666,430,0,0,0.389
2026-04-02 10:00:00,surabaya,3979,117,0,0,0.255
2026-04-02 11:00:00,surabaya,3925,171,0,0,0.272
2026-04-02 12:00:00,surabaya,4041,55,0,0,0.224
2026-04-02 13:00:00,surabaya,4096,0,0,0,0.117
2026-04-02 14:00:00,surabaya,4043,53,0,0,0.219
2026-04-02 15:00:00,surabaya,3634,462,0,0,0.458
2026-04-02 16:00:00,surabaya,2345,1513,238,0,0.793
2026-04-02 17:00:00,surabaya,2099,1490,507,0,0.886
2026-04-02 18:00:00,surabaya,2150,1514,432,0,0.782
2026-04-02 19:00:00,surabaya,3378,718,0,0,0.515
2026-04-02 20:00:00,surabaya,3933,163,0,0,0.262
2026-04-02 21:00:00,surabaya,4096,0,0,0,0.186
2026-04-02 22:00:00,surabaya,4096,0,0,0,0.173
2026-04-02 23:00:00,surabaya,4096,0,0,0,0.15
2026-04-03 00:00:00,surabaya,4096,0,0,0,0.187
2026-04-03 01:00:00,surabaya,3913,183,0,0,0.281
2026-04-03 02:00:00,surabaya,4039,57,0,0,0.221
2026-04-03 03:00:00,surabaya,4096,0,0,0,0.156
2026-04-03 04:00:00,surabaya,4096,0,0,0,0.049
2026-04-03 05:00:00,surabaya,3947,149,0,0,0.279
2026-04-03 06:00:00,surabaya,3683,413,0,0,0.348
2026-04-03 07:00:00,surabaya,2843,1175,79,0,0.655
2026-04-03 08:00:00,surabaya,1910,1716,470,0,0.813
2026-04-03 09:00:00,surabaya,3406,690,0,0,0.533
2026-04-03 10:00:00,surabaya,3999,97,0,0,0.242
2026-04-03 11:00:00,surabaya,4096,0,0,0,0.048
2026-04-03 12:00:00,surabaya,4096,0,0,0,0.131
2026-04-03 13:00:00,surabaya,4096,0,0,0,0.136
2026-04-03 14:00:00,surabaya,3849,247,0,0,0.324
2026-04-03 15:00:00,surabaya,2719,1282,94,0,0.658
2026-04-03 16:00:00,surabaya,2345,1459,292,0,0.792
2026-04-03 17:00:00,surabaya,2562,1099,435,0,0.845
2026-04-03 18:00:00,surabaya,2975,949,172,0,0.685
2026-04-03 19:00:00,surabaya,3424,672,0,0,0.489
2026-04-03 20:00:00,surabaya,3971,125,0,0,0.267
2026-04-03 21:00:00,surabaya,4096,0,0,0,0.102
2026-04-03 22:00:00,surabaya,4096,0,0,0,0.164
2026-04-03 23:00:00,surabaya,4096,0,0,0,0.07
2026-04-04 00:00:00,surabaya,3978,118,0,0,0.26
2026-04-04 01:00:00,surabaya,3941,155,0,0,0.257
2026-04-04 02:00:00,surabaya,3997,99,0,0,0.258
2026-04-04 03:00:00,surabaya,4096,0,0,0,0.15
2026-04-04 04:00:00,surabaya,4022,74,0,0,0.228
2026-04-04 05:00:00,surabaya,4023,73,0,0,0.23
2026-04-04 06:00:00,surabaya,3788,308,0,0,0.339
2026-04-04 07:00:00,surabaya,3313,783,0,0,0.491
2026-04-04 08:00:00,surabaya,3672,424,0,0,0.424
2026-04-04 09:00:00,surabaya,3989,107,0,0,0.265
2026-04-04 10:00:00,surabaya,3847,249,0,0,0.294
2026-04-04 11:00:00,surabaya,4096,0,0,0,0.179
2026-04-04 12:00:00,surabaya,4093,3,0,0,0.202
2026-04-04 13:00:00,surabaya,3930,166,0,0,0.271
2026-04-04 14:00:00,surabaya,4096,0,0,0,0.133
2026-04-04 15:00:00,surabaya,3856,240,0,0,0.319
2026-04-04 16:00:00,surabaya,3306,790,0,0,0.538
2026-04-04 17:00:00,surabaya,2928,1131,38,0,0.622
2026-04-04 18:00:00,surabaya,3497,599,0,0,0.495
2026-04-04 19:00:00,surabaya,3679,417,0,0,0.443
2026-04-04 20:00:00,surabaya,3977,119,0,0,0.268
2026-04-04 21:00:00,surabaya,4096,0,0,0,0.116
2026-04-04 22:00:00,surabaya,4096,0,0,0,0.12
2026-04-04 23:00:00,surabaya,3998,98,0,0,0.239
2026-04-05 00:00:00,surabaya,4059,37,0,0,0.215
2026-04-05 01:00:00,surabaya,4096,0,0,0,0.05
2026-04-05 02:00:00,surabaya,3906,190,0,0,0.277
2026-04-05 03:00:00,surabaya,4034,62,0,0,0.225
2026-04-05 04:00:00,surabaya,3892,204,0,0,0.286
2026-04-05 05:00:00,surabaya,4067,29,0,0,0.212
2026-04-05 06:00:00,surabaya,3727,369,0,0,0.346
2026-04-05 07:00:00,surabaya,3427,669,0,0,0.436
2026-04-05 08:00:00,surabaya,3058,915,124,0,0.692
2026-04-05 09:00:00,surabaya,3722,374,0,0,0.354
2026-04-05 10:00:00,surabaya,3827,269,0,0,0.35
2026-04-05 11:00:00,surabaya,4096,0,0,0,0.147
2026-04-05 12:00:00,surabaya,4096,0,0,0,0.198
2026-04-05 13:00:00,surabaya,4096,0,0,0,0.084
2026-04-05 14:00:00,surabaya,4033,63,0,0,0.227
2026-04-05 15:00:00,surabaya,3640,456,0,0,0.44
2026-04-05 16:00:00,surabaya,3566,530,0,0,0.434
2026-04-05 17:00:00,surabaya,3190,784,122,0,0.67
2026-04-05 18:00:00,surabaya,3282,814,0,0,0.546
2026-04-05 19:00:00,surabaya,3820,276,0,0,0.298
2026-04-05 20:00:00,surabaya,4050,46,0,0,0.219
2026-04-05 21:00:00,surabaya,4096,0,0,0,0.168
2026-04-05 22:00:00,surabaya,4096,0,0,0,0.182
2026-04-05 23:00:00,surabaya,4096,0,0,0,0.145
2026-04-06 00:00:00,surabaya,4096,0,0,0,0.092
2026-04-06 01:00:00,surabaya,4096,0,0,0,0.129
2026-04-06 02:00:00,surabaya,4096,0,0,0,0.078
2026-04-06 03:00:00,surabaya,4096,0,0,0,0.061
2026-04-06 04:00:00,surabaya,4096,0,0,0,0.164
2026-04-06 05:00:00,surabaya,3806,290,0,0,0.314
2026-04-06 06:00:00,surabaya,3657,439,0,0,0.378
2026-04-06 07:00:00,surabaya,2807,995,294,0,0.754
2026-04-06 08:00:00,surabaya,2537,1337,222,0,0.708
2026-04-06 09:00:00,surabaya,3629,467,0,0,0.416
2026-04-06 10:00:00,surabaya,3824,272,0,0,0.313
2026-04-06 11:00:00,surabaya,4096,0,0,0,0.133
2026-04-06 12:00:00,surabaya,3934,162,0,0,0.262
2026-04-06 13:00:00,surabaya,4096,0,0,0,0.137
2026-04-06 14:00:00,surabaya,3898,198,0,0,0.313
